Search_method Problem Max_evals Run Score
jc knapPI_13_20_1000_4 10000 19 907
jc knapPI_13_20_1000_4 10000 20 0
jc knapPI_13_20_1000_4 10000 21 0
jc knapPI_13_20_1000_4 10000 22 907
jc knapPI_13_20_1000_4 10000 23 0
jc knapPI_13_20_1000_4 10000 24 907
jc knapPI_13_20_1000_4 10000 25 907
jc knapPI_13_20_1000_4 10000 26 907
jc knapPI_13_20_1000_4 10000 27 0
jc knapPI_13_20_1000_4 10000 28 907
jc knapPI_13_20_1000_4 10000 29 907
jc knapPI_16_20_1000_4 10000 0 0
jc knapPI_16_20_1000_4 10000 1 0
jc knapPI_16_20_1000_4 10000 2 2893
jc knapPI_16_20_1000_4 10000 3 2651
jc knapPI_16_20_1000_4 10000 4 0
jc knapPI_16_20_1000_4 10000 5 0
jc knapPI_16_20_1000_4 10000 6 2893
jc knapPI_16_20_1000_4 10000 7 0
jc knapPI_16_20_1000_4 10000 8 2893
jc knapPI_16_20_1000_4 10000 9 0
jc knapPI_16_20_1000_4 10000 10 0
jc knapPI_16_20_1000_4 10000 11 0
jc knapPI_16_20_1000_4 10000 12 2893
jc knapPI_16_20_1000_4 10000 13 2893
jc knapPI_16_20_1000_4 10000 14 0
jc knapPI_16_20_1000_4 10000 15 0
jc knapPI_16_20_1000_4 10000 16 0
jc knapPI_16_20_1000_4 10000 17 2893
jc knapPI_16_20_1000_4 10000 18 2893
jc knapPI_16_20_1000_4 10000 19 2893
jc knapPI_16_20_1000_4 10000 20 2893
jc knapPI_16_20_1000_4 10000 21 2893
jc knapPI_16_20_1000_4 10000 22 0
jc knapPI_16_20_1000_4 10000 23 2893
jc knapPI_16_20_1000_4 10000 24 2893
jc knapPI_16_20_1000_4 10000 25 2893
jc knapPI_16_20_1000_4 10000 26 2893
jc knapPI_16_20_1000_4 10000 27 0
jc knapPI_16_20_1000_4 10000 28 2893
jc knapPI_16_20_1000_4 10000 29 2682
jc knapPI_11_200_1000_4 10000 0 0
jc knapPI_11_200_1000_4 10000 1 0
jc knapPI_11_200_1000_4 10000 2 0
jc knapPI_11_200_1000_4 10000 3 0
jc knapPI_11_200_1000_4 10000 4 0
jc knapPI_11_200_1000_4 10000 5 0
jc knapPI_11_200_1000_4 10000 6 0
jc knapPI_11_200_1000_4 10000 7 0
jc knapPI_11_200_1000_4 10000 8 0
jc knapPI_11_200_1000_4 10000 9 0
jc knapPI_11_200_1000_4 10000 10 0
jc knapPI_11_200_1000_4 10000 11 0
jc knapPI_11_200_1000_4 10000 12 0
jc knapPI_11_200_1000_4 10000 13 0
jc knapPI_11_200_1000_4 10000 14 0
jc knapPI_11_200_1000_4 10000 15 0
jc knapPI_11_200_1000_4 10000 16 0
jc knapPI_11_200_1000_4 10000 17 0
jc knapPI_11_200_1000_4 10000 18 0
jc knapPI_11_200_1000_4 10000 19 0
jc knapPI_11_200_1000_4 10000 20 0
jc knapPI_11_200_1000_4 10000 21 0
jc knapPI_11_200_1000_4 10000 22 0
jc knapPI_11_200_1000_4 10000 23 0
jc knapPI_11_200_1000_4 10000 24 0
jc knapPI_11_200_1000_4 10000 25 0
jc knapPI_11_200_1000_4 10000 26 0
jc knapPI_11_200_1000_4 10000 27 0
jc knapPI_11_200_1000_4 10000 28 0
jc knapPI_11_200_1000_4 10000 29 0
jc knapPI_13_200_1000_4 10000 0 0
jc knapPI_13_200_1000_4 10000 1 0
jc knapPI_13_200_1000_4 10000 2 0
jc knapPI_13_200_1000_4 10000 3 0
jc knapPI_13_200_1000_4 10000 4 0
jc knapPI_13_200_1000_4 10000 5 0
jc knapPI_13_200_1000_4 10000 6 0
jc knapPI_13_200_1000_4 10000 7 0
jc knapPI_13_200_1000_4 10000 8 0
jc knapPI_13_200_1000_4 10000 9 0
jc knapPI_13_200_1000_4 10000 10 0
jc knapPI_13_200_1000_4 10000 11 0
jc knapPI_13_200_1000_4 10000 12 0
jc knapPI_13_200_1000_4 10000 13 0
jc knapPI_13_200_1000_4 10000 14 0
jc knapPI_13_200_1000_4 10000 15 0
jc knapPI_13_200_1000_4 10000 16 0
jc knapPI_13_200_1000_4 10000 17 0
jc knapPI_13_200_1000_4 10000 18 0
jc knapPI_13_200_1000_4 10000 19 0
jc knapPI_13_200_1000_4 10000 20 0
jc knapPI_13_200_1000_4 10000 21 0
jc knapPI_13_200_1000_4 10000 22 0
jc knapPI_13_200_1000_4 10000 23 0
jc knapPI_13_200_1000_4 10000 24 0
jc knapPI_13_200_1000_4 10000 25 0
jc knapPI_13_200_1000_4 10000 26 0
jc knapPI_13_200_1000_4 10000 27 0
jc knapPI_13_200_1000_4 10000 28 0
jc knapPI_13_200_1000_4 10000 29 0
jc knapPI_16_200_1000_4 10000 0 0
jc knapPI_16_200_1000_4 10000 1 0
jc knapPI_16_200_1000_4 10000 2 0
jc knapPI_16_200_1000_4 10000 3 0
jc knapPI_16_200_1000_4 10000 4 0
jc knapPI_16_200_1000_4 10000 5 0
jc knapPI_16_200_1000_4 10000 6 0
jc knapPI_16_200_1000_4 10000 7 0
jc knapPI_16_200_1000_4 10000 8 0
jc knapPI_16_200_1000_4 10000 9 0
jc knapPI_16_200_1000_4 10000 10 0
jc knapPI_16_200_1000_4 10000 11 0
jc knapPI_16_200_1000_4 10000 12 0
jc knapPI_16_200_1000_4 10000 13 0
jc knapPI_16_200_1000_4 10000 14 0
jc knapPI_16_200_1000_4 10000 15 0
jc knapPI_16_200_1000_4 10000 16 0
jc knapPI_16_200_1000_4 10000 17 0
jc knapPI_16_200_1000_4 10000 18 0
jc knapPI_16_200_1000_4 10000 19 0
jc knapPI_16_200_1000_4 10000 20 0
jc knapPI_16_200_1000_4 10000 21 0
jc knapPI_16_200_1000_4 10000 22 0
jc knapPI_16_200_1000_4 10000 23 0
jc knapPI_16_200_1000_4 10000 24 0
jc knapPI_16_200_1000_4 10000 25 0
jc knapPI_16_200_1000_4 10000 26 0
jc knapPI_16_200_1000_4 10000 27 0
jc knapPI_16_200_1000_4 10000 28 0
jc knapPI_16_200_1000_4 10000 29 0
njpg knapPI_11_20_1000_4 10000 0 1440
njpg knapPI_11_20_1000_4 10000 1 1440
njpg knapPI_11_20_1000_4 10000 2 1440
njpg knapPI_11_20_1000_4 10000 3 1440
njpg knapPI_11_20_1000_4 10000 4 1440
njpg knapPI_11_20_1000_4 10000 5 1440
njpg knapPI_11_20_1000_4 10000 6 1440
njpg knapPI_11_20_1000_4 10000 7 1440
njpg knapPI_11_20_1000_4 10000 8 1440
njpg knapPI_11_20_1000_4 10000 9 1440
njpg knapPI_11_20_1000_4 10000 10 1440
njpg knapPI_11_20_1000_4 10000 11 1440
njpg knapPI_11_20_1000_4 10000 12 1440
njpg knapPI_11_20_1000_4 10000 13 1440
njpg knapPI_11_20_1000_4 10000 14 1440
njpg knapPI_11_20_1000_4 10000 15 1440
njpg knapPI_11_20_1000_4 10000 16 1440
njpg knapPI_11_20_1000_4 10000 17 1440
njpg knapPI_11_20_1000_4 10000 18 1440
njpg knapPI_11_20_1000_4 10000 19 1440
njpg knapPI_11_20_1000_4 10000 20 1440
njpg knapPI_11_20_1000_4 10000 21 1440
njpg knapPI_11_20_1000_4 10000 22 1440
njpg knapPI_11_20_1000_4 10000 23 1440
njpg knapPI_11_20_1000_4 10000 24 1440
njpg knapPI_11_20_1000_4 10000 25 1440
njpg knapPI_11_20_1000_4 10000 26 1440
njpg knapPI_11_20_1000_4 10000 27 1440
njpg knapPI_11_20_1000_4 10000 28 1440
njpg knapPI_11_20_1000_4 10000 29 1440
njpg knapPI_13_20_1000_4 10000 0 907
njpg knapPI_13_20_1000_4 10000 1 907
njpg knapPI_13_20_1000_4 10000 2 907
njpg knapPI_13_20_1000_4 10000 3 907
njpg knapPI_13_20_1000_4 10000 4 907
njpg knapPI_13_20_1000_4 10000 5 907
njpg knapPI_13_20_1000_4 10000 6 907
njpg knapPI_13_20_1000_4 10000 7 907
njpg knapPI_13_20_1000_4 10000 8 890
njpg knapPI_13_20_1000_4 10000 9 907
njpg knapPI_13_20_1000_4 10000 10 907
njpg knapPI_13_20_1000_4 10000 11 907
njpg knapPI_13_20_1000_4 10000 12 907
njpg knapPI_13_20_1000_4 10000 13 907
njpg knapPI_13_20_1000_4 10000 14 907
njpg knapPI_13_20_1000_4 10000 15 907
njpg knapPI_13_20_1000_4 10000 16 907
njpg knapPI_13_20_1000_4 10000 17 907
njpg knapPI_13_20_1000_4 10000 18 907
njpg knapPI_13_20_1000_4 10000 19 890
njpg knapPI_13_20_1000_4 10000 20 907
njpg knapPI_13_20_1000_4 10000 21 907
njpg knapPI_13_20_1000_4 10000 22 890
njpg knapPI_13_20_1000_4 10000 23 907
njpg knapPI_13_20_1000_4 10000 24 907
njpg knapPI_13_20_1000_4 10000 25 907
njpg knapPI_13_20_1000_4 10000 26 890
njpg knapPI_13_20_1000_4 10000 27 907
njpg knapPI_13_20_1000_4 10000 28 907
njpg knapPI_13_20_1000_4 10000 29 890
njpg knapPI_16_20_1000_4 10000 0 2893
njpg knapPI_16_20_1000_4 10000 1 2893
njpg knapPI_16_20_1000_4 10000 2 2893
njpg knapPI_16_20_1000_4 10000 3 2893
njpg knapPI_16_20_1000_4 10000 4 2893
njpg knapPI_16_20_1000_4 10000 5 2893
njpg knapPI_16_20_1000_4 10000 6 2893
njpg knapPI_16_20_1000_4 10000 7 2893
njpg knapPI_16_20_1000_4 10000 8 2893
njpg knapPI_16_20_1000_4 10000 9 2893
njpg knapPI_16_20_1000_4 10000 10 2893
njpg knapPI_16_20_1000_4 10000 11 2893
njpg knapPI_16_20_1000_4 10000 12 2893
njpg knapPI_16_20_1000_4 10000 13 2893
njpg knapPI_16_20_1000_4 10000 14 2893
njpg knapPI_16_20_1000_4 10000 15 2893
njpg knapPI_16_20_1000_4 10000 16 2893
njpg knapPI_16_20_1000_4 10000 17 2893
njpg knapPI_16_20_1000_4 10000 18 2893
njpg knapPI_16_20_1000_4 10000 19 2893
njpg knapPI_16_20_1000_4 10000 20 2893
njpg knapPI_16_20_1000_4 10000 21 2893
njpg knapPI_16_20_1000_4 10000 22 2893
njpg knapPI_16_20_1000_4 10000 23 2893
njpg knapPI_16_20_1000_4 10000 24 2893
njpg knapPI_16_20_1000_4 10000 25 2893
njpg knapPI_16_20_1000_4 10000 26 2893
njpg knapPI_16_20_1000_4 10000 27 2893
njpg knapPI_16_20_1000_4 10000 28 2893
njpg knapPI_16_20_1000_4 10000 29 2893
njpg knapPI_11_200_1000_4 10000 0 5180
njpg knapPI_11_200_1000_4 10000 1 5180
njpg knapPI_11_200_1000_4 10000 2 5180
njpg knapPI_11_200_1000_4 10000 3 5180
njpg knapPI_11_200_1000_4 10000 4 5180
njpg knapPI_11_200_1000_4 10000 5 5180
njpg knapPI_11_200_1000_4 10000 6 5180
njpg knapPI_11_200_1000_4 10000 7 5180
njpg knapPI_11_200_1000_4 10000 8 5180
njpg knapPI_11_200_1000_4 10000 9 5180
njpg knapPI_11_200_1000_4 10000 10 5180
njpg knapPI_11_200_1000_4 10000 11 5180
njpg knapPI_11_200_1000_4 10000 12 5180
njpg knapPI_11_200_1000_4 10000 13 5180
njpg knapPI_11_200_1000_4 10000 14 5180
njpg knapPI_11_200_1000_4 10000 15 5180
njpg knapPI_11_200_1000_4 10000 16 5180
njpg knapPI_11_200_1000_4 10000 17 5180
njpg knapPI_11_200_1000_4 10000 18 5180
njpg knapPI_11_200_1000_4 10000 19 5180
njpg knapPI_11_200_1000_4 10000 20 5180
njpg knapPI_11_200_1000_4 10000 21 5180
njpg knapPI_11_200_1000_4 10000 22 5180
njpg knapPI_11_200_1000_4 10000 23 5180
njpg knapPI_11_200_1000_4 10000 24 5180
njpg knapPI_11_200_1000_4 10000 25 5180
njpg knapPI_11_200_1000_4 10000 26 5180
njpg knapPI_11_200_1000_4 10000 27 5180
njpg knapPI_11_200_1000_4 10000 28 5180
njpg knapPI_11_200_1000_4 10000 29 5180
njpg knapPI_13_200_1000_4 10000 0 3680
njpg knapPI_13_200_1000_4 10000 1 3680
njpg knapPI_13_200_1000_4 10000 2 3680
njpg knapPI_13_200_1000_4 10000 3 3680
njpg knapPI_13_200_1000_4 10000 4 3680
njpg knapPI_13_200_1000_4 10000 5 3680
njpg knapPI_13_200_1000_4 10000 6 3680
njpg knapPI_13_200_1000_4 10000 7 3680
njpg knapPI_13_200_1000_4 10000 8 3680
njpg knapPI_13_200_1000_4 10000 9 3680
njpg knapPI_13_200_1000_4 10000 10 3680
njpg knapPI_13_200_1000_4 10000 11 3680
njpg knapPI_13_200_1000_4 10000 12 3680
njpg knapPI_13_200_1000_4 10000 13 3680
njpg knapPI_13_200_1000_4 10000 14 3680
njpg knapPI_13_200_1000_4 10000 15 3680
njpg knapPI_13_200_1000_4 10000 16 3680
njpg knapPI_13_200_1000_4 10000 17 3680
njpg knapPI_13_200_1000_4 10000 18 3680
njpg knapPI_13_200_1000_4 10000 19 3680
njpg knapPI_13_200_1000_4 10000 20 3680
njpg knapPI_13_200_1000_4 10000 21 3680
njpg knapPI_13_200_1000_4 10000 22 3680
njpg knapPI_13_200_1000_4 10000 23 3680
njpg knapPI_13_200_1000_4 10000 24 3680
njpg knapPI_13_200_1000_4 10000 25 3680
njpg knapPI_13_200_1000_4 10000 26 3680
njpg knapPI_13_200_1000_4 10000 27 3680
njpg knapPI_13_200_1000_4 10000 28 3680
njpg knapPI_13_200_1000_4 10000 29 3680
njpg knapPI_16_200_1000_4 10000 0 15806
njpg knapPI_16_200_1000_4 10000 1 15829
njpg knapPI_16_200_1000_4 10000 2 15862
njpg knapPI_16_200_1000_4 10000 3 15883
njpg knapPI_16_200_1000_4 10000 4 15805
njpg knapPI_16_200_1000_4 10000 5 15869
njpg knapPI_16_200_1000_4 10000 6 15867
njpg knapPI_16_200_1000_4 10000 7 15845
njpg knapPI_16_200_1000_4 10000 8 15811
njpg knapPI_16_200_1000_4 10000 9 15839
njpg knapPI_16_200_1000_4 10000 10 15836
njpg knapPI_16_200_1000_4 10000 11 15846
njpg knapPI_16_200_1000_4 10000 12 15832
njpg knapPI_16_200_1000_4 10000 13 15836
njpg knapPI_16_200_1000_4 10000 14 15832
njpg knapPI_16_200_1000_4 10000 15 15825
njpg knapPI_16_200_1000_4 10000 16 15832
njpg knapPI_16_200_1000_4 10000 17 15905
njpg knapPI_16_200_1000_4 10000 18 15889
njpg knapPI_16_200_1000_4 10000 19 15828
njpg knapPI_16_200_1000_4 10000 20 15838
njpg knapPI_16_200_1000_4 10000 21 15837
njpg knapPI_16_200_1000_4 10000 22 15826
njpg knapPI_16_200_1000_4 10000 23 15869
njpg knapPI_16_200_1000_4 10000 24 15841
njpg knapPI_16_200_1000_4 10000 25 15888
njpg knapPI_16_200_1000_4 10000 26 15840
njpg knapPI_16_200_1000_4 10000 27 15832
njpg knapPI_16_200_1000_4 10000 28 15825
njpg knapPI_16_200_1000_4 10000 29 15847
njcg knapPI_11_20_1000_4 10000 0 1440
njcg knapPI_11_20_1000_4 10000 1 1440
njcg knapPI_11_20_1000_4 10000 2 1440
njcg knapPI_11_20_1000_4 10000 3 1440
njcg knapPI_11_20_1000_4 10000 4 1440
njcg knapPI_11_20_1000_4 10000 5 1440
njcg knapPI_11_20_1000_4 10000 6 1440
njcg knapPI_11_20_1000_4 10000 7 1440
njcg knapPI_11_20_1000_4 10000 8 1440
njcg knapPI_11_20_1000_4 10000 9 1440
njcg knapPI_11_20_1000_4 10000 10 1440
njcg knapPI_11_20_1000_4 10000 11 1440
njcg knapPI_11_20_1000_4 10000 12 1440
njcg knapPI_11_20_1000_4 10000 13 1440
njcg knapPI_11_20_1000_4 10000 14 1440
njcg knapPI_11_20_1000_4 10000 15 1440
njcg knapPI_11_20_1000_4 10000 16 1440
njcg knapPI_11_20_1000_4 10000 17 1440
njcg knapPI_11_20_1000_4 10000 18 1440
njcg knapPI_11_20_1000_4 10000 19 1440
njcg knapPI_11_20_1000_4 10000 20 1440
njcg knapPI_11_20_1000_4 10000 21 1440
njcg knapPI_11_20_1000_4 10000 22 1440
njcg knapPI_11_20_1000_4 10000 23 1440
njcg knapPI_11_20_1000_4 10000 24 1440
njcg knapPI_11_20_1000_4 10000 25 1440
njcg knapPI_11_20_1000_4 10000 26 1440
njcg knapPI_11_20_1000_4 10000 27 1440
njcg knapPI_11_20_1000_4 10000 28 1440
njcg knapPI_11_20_1000_4 10000 29 1440
njcg knapPI_13_20_1000_4 10000 0 907
njcg knapPI_13_20_1000_4 10000 1 889
njcg knapPI_13_20_1000_4 10000 2 907
njcg knapPI_13_20_1000_4 10000 3 890
njcg knapPI_13_20_1000_4 10000 4 907
njcg knapPI_13_20_1000_4 10000 5 907
njcg knapPI_13_20_1000_4 10000 6 907
njcg knapPI_13_20_1000_4 10000 7 907
njcg knapPI_13_20_1000_4 10000 8 907
njcg knapPI_13_20_1000_4 10000 9 907
njcg knapPI_13_20_1000_4 10000 10 889
njcg knapPI_13_20_1000_4 10000 11 907
njcg knapPI_13_20_1000_4 10000 12 907
njcg knapPI_13_20_1000_4 10000 13 907
njcg knapPI_13_20_1000_4 10000 14 907
njcg knapPI_13_20_1000_4 10000 15 907
njcg knapPI_13_20_1000_4 10000 16 907
njcg knapPI_13_20_1000_4 10000 17 890
njcg knapPI_13_20_1000_4 10000 18 889
njcg knapPI_13_20_1000_4 10000 19 890
njcg knapPI_13_20_1000_4 10000 20 907
njcg knapPI_13_20_1000_4 10000 21 907
njcg knapPI_13_20_1000_4 10000 22 907
njcg knapPI_13_20_1000_4 10000 23 907
njcg knapPI_13_20_1000_4 10000 24 907
njcg knapPI_13_20_1000_4 10000 25 907
njcg knapPI_13_20_1000_4 10000 26 907
njcg knapPI_13_20_1000_4 10000 27 907
njcg knapPI_13_20_1000_4 10000 28 907
njcg knapPI_13_20_1000_4 10000 29 889
njcg knapPI_16_20_1000_4 10000 0 2893
njcg knapPI_16_20_1000_4 10000 1 2893
njcg knapPI_16_20_1000_4 10000 2 2893
njcg knapPI_16_20_1000_4 10000 3 2893
njcg knapPI_16_20_1000_4 10000 4 2893
njcg knapPI_16_20_1000_4 10000 5 2893
njcg knapPI_16_20_1000_4 10000 6 2893
njcg knapPI_16_20_1000_4 10000 7 2893
njcg knapPI_16_20_1000_4 10000 8 2893
njcg knapPI_16_20_1000_4 10000 9 2893
njcg knapPI_16_20_1000_4 10000 10 2893
njcg knapPI_16_20_1000_4 10000 11 2893
njcg knapPI_16_20_1000_4 10000 12 2893
njcg knapPI_16_20_1000_4 10000 13 2893
njcg knapPI_16_20_1000_4 10000 14 2893
njcg knapPI_16_20_1000_4 10000 15 2893
njcg knapPI_16_20_1000_4 10000 16 2893
njcg knapPI_16_20_1000_4 10000 17 2893
njcg knapPI_16_20_1000_4 10000 18 2893
njcg knapPI_16_20_1000_4 10000 19 2893
njcg knapPI_16_20_1000_4 10000 20 2893
njcg knapPI_16_20_1000_4 10000 21 2893
njcg knapPI_16_20_1000_4 10000 22 2893
njcg knapPI_16_20_1000_4 10000 23 2893
njcg knapPI_16_20_1000_4 10000 24 2893
njcg knapPI_16_20_1000_4 10000 25 2893
njcg knapPI_16_20_1000_4 10000 26 2893
njcg knapPI_16_20_1000_4 10000 27 2893
njcg knapPI_16_20_1000_4 10000 28 2893
njcg knapPI_16_20_1000_4 10000 29 2893
njcg knapPI_11_200_1000_4 10000 0 5180
njcg knapPI_11_200_1000_4 10000 1 5180
njcg knapPI_11_200_1000_4 10000 2 5180
njcg knapPI_11_200_1000_4 10000 3 5180
njcg knapPI_11_200_1000_4 10000 4 5180
njcg knapPI_11_200_1000_4 10000 5 5180
njcg knapPI_11_200_1000_4 10000 6 5180
njcg knapPI_11_200_1000_4 10000 7 5180
njcg knapPI_11_200_1000_4 10000 8 5180
njcg knapPI_11_200_1000_4 10000 9 5180
njcg knapPI_11_200_1000_4 10000 10 5180
njcg knapPI_11_200_1000_4 10000 11 5180
njcg knapPI_11_200_1000_4 10000 12 5180
njcg knapPI_11_200_1000_4 10000 13 5180
njcg knapPI_11_200_1000_4 10000 14 5180
njcg knapPI_11_200_1000_4 10000 15 5180
njcg knapPI_11_200_1000_4 10000 16 5180
njcg knapPI_11_200_1000_4 10000 17 5180
njcg knapPI_11_200_1000_4 10000 18 5180
njcg knapPI_11_200_1000_4 10000 19 5180
njcg knapPI_11_200_1000_4 10000 20 5180
njcg knapPI_11_200_1000_4 10000 21 5180
njcg knapPI_11_200_1000_4 10000 22 5180
njcg knapPI_11_200_1000_4 10000 23 5180
njcg knapPI_11_200_1000_4 10000 24 5180
njcg knapPI_11_200_1000_4 10000 25 5180
njcg knapPI_11_200_1000_4 10000 26 5180
njcg knapPI_11_200_1000_4 10000 27 5180
njcg knapPI_11_200_1000_4 10000 28 5180
njcg knapPI_11_200_1000_4 10000 29 5180
njcg knapPI_13_200_1000_4 10000 0 3680
njcg knapPI_13_200_1000_4 10000 1 3680
njcg knapPI_13_200_1000_4 10000 2 3680
njcg knapPI_13_200_1000_4 10000 3 3680
njcg knapPI_13_200_1000_4 10000 4 3680
njcg knapPI_13_200_1000_4 10000 5 3680
njcg knapPI_13_200_1000_4 10000 6 3680
njcg knapPI_13_200_1000_4 10000 7 3680
njcg knapPI_13_200_1000_4 10000 8 3680
njcg knapPI_13_200_1000_4 10000 9 3680
njcg knapPI_13_200_1000_4 10000 10 3680
njcg knapPI_13_200_1000_4 10000 11 3680
njcg knapPI_13_200_1000_4 10000 12 3680
njcg knapPI_13_200_1000_4 10000 13 3680
njcg knapPI_13_200_1000_4 10000 14 3680
njcg knapPI_13_200_1000_4 10000 15 3680
njcg knapPI_13_200_1000_4 10000 16 3680
njcg knapPI_13_200_1000_4 10000 17 3680
njcg knapPI_13_200_1000_4 10000 18 3680
njcg knapPI_13_200_1000_4 10000 19 3680
njcg knapPI_13_200_1000_4 10000 20 3680
njcg knapPI_13_200_1000_4 10000 21 3680
njcg knapPI_13_200_1000_4 10000 22 3680
njcg knapPI_13_200_1000_4 10000 23 3680
njcg knapPI_13_200_1000_4 10000 24 3680
njcg knapPI_13_200_1000_4 10000 25 3680
njcg knapPI_13_200_1000_4 10000 26 3680
njcg knapPI_13_200_1000_4 10000 27 3680
njcg knapPI_13_200_1000_4 10000 28 3680
njcg knapPI_13_200_1000_4 10000 29 3680
njcg knapPI_16_200_1000_4 10000 0 15826
njcg knapPI_16_200_1000_4 10000 1 15815
njcg knapPI_16_200_1000_4 10000 2 15824
njcg knapPI_16_200_1000_4 10000 3 15879
njcg knapPI_16_200_1000_4 10000 4 15872
njcg knapPI_16_200_1000_4 10000 5 15853
njcg knapPI_16_200_1000_4 10000 6 15878
njcg knapPI_16_200_1000_4 10000 7 15819
njcg knapPI_16_200_1000_4 10000 8 15821
njcg knapPI_16_200_1000_4 10000 9 15829
njcg knapPI_16_200_1000_4 10000 10 15715
njcg knapPI_16_200_1000_4 10000 11 15815
njcg knapPI_16_200_1000_4 10000 12 15856
njcg knapPI_16_200_1000_4 10000 13 15840
njcg knapPI_16_200_1000_4 10000 14 15832
njcg knapPI_16_200_1000_4 10000 15 15863
njcg knapPI_16_200_1000_4 10000 16 15845
njcg knapPI_16_200_1000_4 10000 17 15832
njcg knapPI_16_200_1000_4 10000 18 15893
njcg knapPI_16_200_1000_4 10000 19 15846
njcg knapPI_16_200_1000_4 10000 20 15851
njcg knapPI_16_200_1000_4 10000 21 15829
njcg knapPI_16_200_1000_4 10000 22 15793
njcg knapPI_16_200_1000_4 10000 23 15889
njcg knapPI_16_200_1000_4 10000 24 15818
njcg knapPI_16_200_1000_4 10000 25 15845
njcg knapPI_16_200_1000_4 10000 26 15903
njcg knapPI_16_200_1000_4 10000 27 15841
njcg knapPI_16_200_1000_4 10000 28 15833
njcg knapPI_16_200_1000_4 10000 29 15827
jpg knapPI_11_20_1000_4 10000 0 1440
jpg knapPI_11_20_1000_4 10000 1 1440
jpg knapPI_11_20_1000_4 10000 2 1440
jpg knapPI_11_20_1000_4 10000 3 1440
jpg knapPI_11_20_1000_4 10000 4 1440
jpg knapPI_11_20_1000_4 10000 5 1440
jpg knapPI_11_20_1000_4 10000 6 1440
jpg knapPI_11_20_1000_4 10000 7 1440
jpg knapPI_11_20_1000_4 10000 8 1440
jpg knapPI_11_20_1000_4 10000 9 1440
jpg knapPI_11_20_1000_4 10000 10 1440
jpg knapPI_11_20_1000_4 10000 11 1440
jpg knapPI_11_20_1000_4 10000 12 1440
jpg knapPI_11_20_1000_4 10000 13 1440
jpg knapPI_11_20_1000_4 10000 14 1440
jpg knapPI_11_20_1000_4 10000 15 1440
jpg knapPI_11_20_1000_4 10000 16 1440
jpg knapPI_11_20_1000_4 10000 17 1440
jpg knapPI_11_20_1000_4 10000 18 1440
jpg knapPI_11_20_1000_4 10000 19 1440
jpg knapPI_11_20_1000_4 10000 20 1440
jpg knapPI_11_20_1000_4 10000 21 1440
jpg knapPI_11_20_1000_4 10000 22 1440
jpg knapPI_11_20_1000_4 10000 23 1440
jpg knapPI_11_20_1000_4 10000 24 1440
jpg knapPI_11_20_1000_4 10000 25 1440
jpg knapPI_11_20_1000_4 10000 26 1440
jpg knapPI_11_20_1000_4 10000 27 1440
jpg knapPI_11_20_1000_4 10000 28 1440
jpg knapPI_11_20_1000_4 10000 29 1440
jpg knapPI_13_20_1000_4 10000 0 907
jpg knapPI_13_20_1000_4 10000 1 907
jpg knapPI_13_20_1000_4 10000 2 907
jpg knapPI_13_20_1000_4 10000 3 907
jpg knapPI_13_20_1000_4 10000 4 907
jpg knapPI_13_20_1000_4 10000 5 907
jpg knapPI_13_20_1000_4 10000 6 907
jpg knapPI_13_20_1000_4 10000 7 907
jpg knapPI_13_20_1000_4 10000 8 907
jpg knapPI_13_20_1000_4 10000 9 907
jpg knapPI_13_20_1000_4 10000 10 907
jpg knapPI_13_20_1000_4 10000 11 907
jpg knapPI_13_20_1000_4 10000 12 907
jpg knapPI_13_20_1000_4 10000 13 907
jpg knapPI_13_20_1000_4 10000 14 907
jpg knapPI_13_20_1000_4 10000 15 907
jpg knapPI_13_20_1000_4 10000 16 907
jpg knapPI_13_20_1000_4 10000 17 907
jpg knapPI_13_20_1000_4 10000 18 907
jpg knapPI_13_20_1000_4 10000 19 907
jpg knapPI_13_20_1000_4 10000 20 907
jpg knapPI_13_20_1000_4 10000 21 907
jpg knapPI_13_20_1000_4 10000 22 907
jpg knapPI_13_20_1000_4 10000 23 907
jpg knapPI_13_20_1000_4 10000 24 907
jpg knapPI_13_20_1000_4 10000 25 907
jpg knapPI_13_20_1000_4 10000 26 907
jpg knapPI_13_20_1000_4 10000 27 907
jpg knapPI_13_20_1000_4 10000 28 907
jpg knapPI_13_20_1000_4 10000 29 907
jpg knapPI_16_20_1000_4 10000 0 2893
jpg knapPI_16_20_1000_4 10000 1 2893
jpg knapPI_16_20_1000_4 10000 2 2893
jpg knapPI_16_20_1000_4 10000 3 2893
jpg knapPI_16_20_1000_4 10000 4 2893
jpg knapPI_16_20_1000_4 10000 5 2893
jpg knapPI_16_20_1000_4 10000 6 2893
jpg knapPI_16_20_1000_4 10000 7 2893
jpg knapPI_16_20_1000_4 10000 8 2893
jpg knapPI_16_20_1000_4 10000 9 2893
jpg knapPI_16_20_1000_4 10000 10 2893
jpg knapPI_16_20_1000_4 10000 11 2893
jpg knapPI_16_20_1000_4 10000 12 2893
jpg knapPI_16_20_1000_4 10000 13 2893
jpg knapPI_16_20_1000_4 10000 14 2893
jpg knapPI_16_20_1000_4 10000 15 2893
jpg knapPI_16_20_1000_4 10000 16 2893
jpg knapPI_16_20_1000_4 10000 17 2893
jpg knapPI_16_20_1000_4 10000 18 2893
jpg knapPI_16_20_1000_4 10000 19 2893
jpg knapPI_16_20_1000_4 10000 20 2893
