Search_method Problem Max_evals Run Score
jpg knapPI_16_20_1000_4 10000 21 2893
jpg knapPI_16_20_1000_4 10000 22 2893
jpg knapPI_16_20_1000_4 10000 23 2893
jpg knapPI_16_20_1000_4 10000 24 2893
jpg knapPI_16_20_1000_4 10000 25 2893
jpg knapPI_16_20_1000_4 10000 26 2893
jpg knapPI_16_20_1000_4 10000 27 2893
jpg knapPI_16_20_1000_4 10000 28 2893
jpg knapPI_16_20_1000_4 10000 29 2893
jpg knapPI_11_200_1000_4 10000 0 5180
jpg knapPI_11_200_1000_4 10000 1 5180
jpg knapPI_11_200_1000_4 10000 2 5180
jpg knapPI_11_200_1000_4 10000 3 5180
jpg knapPI_11_200_1000_4 10000 4 5180
jpg knapPI_11_200_1000_4 10000 5 5180
jpg knapPI_11_200_1000_4 10000 6 5180
jpg knapPI_11_200_1000_4 10000 7 5180
jpg knapPI_11_200_1000_4 10000 8 5180
jpg knapPI_11_200_1000_4 10000 9 5180
jpg knapPI_11_200_1000_4 10000 10 5180
jpg knapPI_11_200_1000_4 10000 11 5180
jpg knapPI_11_200_1000_4 10000 12 5180
jpg knapPI_11_200_1000_4 10000 13 5180
jpg knapPI_11_200_1000_4 10000 14 5180
jpg knapPI_11_200_1000_4 10000 15 5180
jpg knapPI_11_200_1000_4 10000 16 5180
jpg knapPI_11_200_1000_4 10000 17 5180
jpg knapPI_11_200_1000_4 10000 18 5180
jpg knapPI_11_200_1000_4 10000 19 5180
jpg knapPI_11_200_1000_4 10000 20 5180
jpg knapPI_11_200_1000_4 10000 21 5180
jpg knapPI_11_200_1000_4 10000 22 5180
jpg knapPI_11_200_1000_4 10000 23 5180
jpg knapPI_11_200_1000_4 10000 24 5180
jpg knapPI_11_200_1000_4 10000 25 5180
jpg knapPI_11_200_1000_4 10000 26 5180
jpg knapPI_11_200_1000_4 10000 27 5180
jpg knapPI_11_200_1000_4 10000 28 5180
jpg knapPI_11_200_1000_4 10000 29 5180
jpg knapPI_13_200_1000_4 10000 0 3680
jpg knapPI_13_200_1000_4 10000 1 3680
jpg knapPI_13_200_1000_4 10000 2 3680
jpg knapPI_13_200_1000_4 10000 3 3680
jpg knapPI_13_200_1000_4 10000 4 3680
jpg knapPI_13_200_1000_4 10000 5 3680
jpg knapPI_13_200_1000_4 10000 6 3680
jpg knapPI_13_200_1000_4 10000 7 3680
jpg knapPI_13_200_1000_4 10000 8 3680
jpg knapPI_13_200_1000_4 10000 9 3680
jpg knapPI_13_200_1000_4 10000 10 3680
jpg knapPI_13_200_1000_4 10000 11 3680
jpg knapPI_13_200_1000_4 10000 12 3680
jpg knapPI_13_200_1000_4 10000 13 3680
jpg knapPI_13_200_1000_4 10000 14 3680
jpg knapPI_13_200_1000_4 10000 15 3680
jpg knapPI_13_200_1000_4 10000 16 3680
jpg knapPI_13_200_1000_4 10000 17 3680
jpg knapPI_13_200_1000_4 10000 18 3680
jpg knapPI_13_200_1000_4 10000 19 3680
jpg knapPI_13_200_1000_4 10000 20 3680
jpg knapPI_13_200_1000_4 10000 21 3680
jpg knapPI_13_200_1000_4 10000 22 3680
jpg knapPI_13_200_1000_4 10000 23 3680
jpg knapPI_13_200_1000_4 10000 24 3680
jpg knapPI_13_200_1000_4 10000 25 3680
jpg knapPI_13_200_1000_4 10000 26 3680
jpg knapPI_13_200_1000_4 10000 27 3680
jpg knapPI_13_200_1000_4 10000 28 3680
jpg knapPI_13_200_1000_4 10000 29 3680
jpg knapPI_16_200_1000_4 10000 0 15823
jpg knapPI_16_200_1000_4 10000 1 15858
jpg knapPI_16_200_1000_4 10000 2 15800
jpg knapPI_16_200_1000_4 10000 3 15818
jpg knapPI_16_200_1000_4 10000 4 15908
jpg knapPI_16_200_1000_4 10000 5 15848
jpg knapPI_16_200_1000_4 10000 6 15819
jpg knapPI_16_200_1000_4 10000 7 15821
jpg knapPI_16_200_1000_4 10000 8 15865
jpg knapPI_16_200_1000_4 10000 9 15867
jpg knapPI_16_200_1000_4 10000 10 15855
jpg knapPI_16_200_1000_4 10000 11 15851
jpg knapPI_16_200_1000_4 10000 12 15836
jpg knapPI_16_200_1000_4 10000 13 15804
jpg knapPI_16_200_1000_4 10000 14 15855
jpg knapPI_16_200_1000_4 10000 15 15878
jpg knapPI_16_200_1000_4 10000 16 15890
jpg knapPI_16_200_1000_4 10000 17 15803
jpg knapPI_16_200_1000_4 10000 18 15862
jpg knapPI_16_200_1000_4 10000 19 15848
jpg knapPI_16_200_1000_4 10000 20 15937
jpg knapPI_16_200_1000_4 10000 21 15877
jpg knapPI_16_200_1000_4 10000 22 15765
jpg knapPI_16_200_1000_4 10000 23 15826
jpg knapPI_16_200_1000_4 10000 24 15916
jpg knapPI_16_200_1000_4 10000 25 15820
jpg knapPI_16_200_1000_4 10000 26 15846
jpg knapPI_16_200_1000_4 10000 27 15822
jpg knapPI_16_200_1000_4 10000 28 15856
jpg knapPI_16_200_1000_4 10000 29 15833
jcg knapPI_11_20_1000_4 10000 0 1440
jcg knapPI_11_20_1000_4 10000 1 1440
jcg knapPI_11_20_1000_4 10000 2 1440
jcg knapPI_11_20_1000_4 10000 3 1440
jcg knapPI_11_20_1000_4 10000 4 1440
jcg knapPI_11_20_1000_4 10000 5 1440
jcg knapPI_11_20_1000_4 10000 6 1440
jcg knapPI_11_20_1000_4 10000 7 1440
jcg knapPI_11_20_1000_4 10000 8 1440
jcg knapPI_11_20_1000_4 10000 9 1440
jcg knapPI_11_20_1000_4 10000 10 1440
jcg knapPI_11_20_1000_4 10000 11 1440
jcg knapPI_11_20_1000_4 10000 12 1440
jcg knapPI_11_20_1000_4 10000 13 1440
jcg knapPI_11_20_1000_4 10000 14 1440
jcg knapPI_11_20_1000_4 10000 15 1440
jcg knapPI_11_20_1000_4 10000 16 1440
jcg knapPI_11_20_1000_4 10000 17 1440
jcg knapPI_11_20_1000_4 10000 18 1440
jcg knapPI_11_20_1000_4 10000 19 1440
jcg knapPI_11_20_1000_4 10000 20 1440
jcg knapPI_11_20_1000_4 10000 21 1440
jcg knapPI_11_20_1000_4 10000 22 1440
jcg knapPI_11_20_1000_4 10000 23 1440
jcg knapPI_11_20_1000_4 10000 24 1440
jcg knapPI_11_20_1000_4 10000 25 1440
jcg knapPI_11_20_1000_4 10000 26 1440
jcg knapPI_11_20_1000_4 10000 27 1440
jcg knapPI_11_20_1000_4 10000 28 1440
jcg knapPI_11_20_1000_4 10000 29 1440
jcg knapPI_13_20_1000_4 10000 0 890
jcg knapPI_13_20_1000_4 10000 1 907
jcg knapPI_13_20_1000_4 10000 2 890
jcg knapPI_13_20_1000_4 10000 3 907
jcg knapPI_13_20_1000_4 10000 4 907
jcg knapPI_13_20_1000_4 10000 5 907
jcg knapPI_13_20_1000_4 10000 6 907
jcg knapPI_13_20_1000_4 10000 7 907
jcg knapPI_13_20_1000_4 10000 8 907
jcg knapPI_13_20_1000_4 10000 9 907
jcg knapPI_13_20_1000_4 10000 10 907
jcg knapPI_13_20_1000_4 10000 11 907
jcg knapPI_13_20_1000_4 10000 12 907
jcg knapPI_13_20_1000_4 10000 13 890
jcg knapPI_13_20_1000_4 10000 14 907
jcg knapPI_13_20_1000_4 10000 15 907
jcg knapPI_13_20_1000_4 10000 16 907
jcg knapPI_13_20_1000_4 10000 17 890
jcg knapPI_13_20_1000_4 10000 18 907
jcg knapPI_13_20_1000_4 10000 19 907
jcg knapPI_13_20_1000_4 10000 20 907
jcg knapPI_13_20_1000_4 10000 21 907
jcg knapPI_13_20_1000_4 10000 22 907
jcg knapPI_13_20_1000_4 10000 23 907
jcg knapPI_13_20_1000_4 10000 24 907
jcg knapPI_13_20_1000_4 10000 25 907
jcg knapPI_13_20_1000_4 10000 26 907
jcg knapPI_13_20_1000_4 10000 27 907
jcg knapPI_13_20_1000_4 10000 28 907
jcg knapPI_13_20_1000_4 10000 29 907
jcg knapPI_16_20_1000_4 10000 0 2893
jcg knapPI_16_20_1000_4 10000 1 2893
jcg knapPI_16_20_1000_4 10000 2 2893
jcg knapPI_16_20_1000_4 10000 3 2893
jcg knapPI_16_20_1000_4 10000 4 2893
jcg knapPI_16_20_1000_4 10000 5 2893
jcg knapPI_16_20_1000_4 10000 6 2893
jcg knapPI_16_20_1000_4 10000 7 2893
jcg knapPI_16_20_1000_4 10000 8 2893
jcg knapPI_16_20_1000_4 10000 9 2893
jcg knapPI_16_20_1000_4 10000 10 2893
jcg knapPI_16_20_1000_4 10000 11 2893
jcg knapPI_16_20_1000_4 10000 12 2893
jcg knapPI_16_20_1000_4 10000 13 2893
jcg knapPI_16_20_1000_4 10000 14 2893
jcg knapPI_16_20_1000_4 10000 15 2893
jcg knapPI_16_20_1000_4 10000 16 2893
jcg knapPI_16_20_1000_4 10000 17 2893
jcg knapPI_16_20_1000_4 10000 18 2893
jcg knapPI_16_20_1000_4 10000 19 2893
jcg knapPI_16_20_1000_4 10000 20 2893
jcg knapPI_16_20_1000_4 10000 21 2893
jcg knapPI_16_20_1000_4 10000 22 2893
jcg knapPI_16_20_1000_4 10000 23 2893
jcg knapPI_16_20_1000_4 10000 24 2893
jcg knapPI_16_20_1000_4 10000 25 2893
jcg knapPI_16_20_1000_4 10000 26 2893
jcg knapPI_16_20_1000_4 10000 27 2893
jcg knapPI_16_20_1000_4 10000 28 2893
jcg knapPI_16_20_1000_4 10000 29 2893
jcg knapPI_11_200_1000_4 10000 0 5180
jcg knapPI_11_200_1000_4 10000 1 5180
jcg knapPI_11_200_1000_4 10000 2 5180
jcg knapPI_11_200_1000_4 10000 3 5180
jcg knapPI_11_200_1000_4 10000 4 5180
jcg knapPI_11_200_1000_4 10000 5 5180
jcg knapPI_11_200_1000_4 10000 6 5180
jcg knapPI_11_200_1000_4 10000 7 5180
jcg knapPI_11_200_1000_4 10000 8 5180
jcg knapPI_11_200_1000_4 10000 9 5180
jcg knapPI_11_200_1000_4 10000 10 5180
jcg knapPI_11_200_1000_4 10000 11 5180
jcg knapPI_11_200_1000_4 10000 12 5180
jcg knapPI_11_200_1000_4 10000 13 5180
jcg knapPI_11_200_1000_4 10000 14 5180
jcg knapPI_11_200_1000_4 10000 15 5180
jcg knapPI_11_200_1000_4 10000 16 5180
jcg knapPI_11_200_1000_4 10000 17 5180
jcg knapPI_11_200_1000_4 10000 18 5180
jcg knapPI_11_200_1000_4 10000 19 5180
jcg knapPI_11_200_1000_4 10000 20 5180
jcg knapPI_11_200_1000_4 10000 21 5180
jcg knapPI_11_200_1000_4 10000 22 5180
jcg knapPI_11_200_1000_4 10000 23 5180
jcg knapPI_11_200_1000_4 10000 24 5180
jcg knapPI_11_200_1000_4 10000 25 5180
jcg knapPI_11_200_1000_4 10000 26 5180
jcg knapPI_11_200_1000_4 10000 27 5180
jcg knapPI_11_200_1000_4 10000 28 5180
jcg knapPI_11_200_1000_4 10000 29 5180
jcg knapPI_13_200_1000_4 10000 0 3680
jcg knapPI_13_200_1000_4 10000 1 3680
jcg knapPI_13_200_1000_4 10000 2 3680
jcg knapPI_13_200_1000_4 10000 3 3680
jcg knapPI_13_200_1000_4 10000 4 3680
jcg knapPI_13_200_1000_4 10000 5 3680
jcg knapPI_13_200_1000_4 10000 6 3680
jcg knapPI_13_200_1000_4 10000 7 3680
jcg knapPI_13_200_1000_4 10000 8 3680
jcg knapPI_13_200_1000_4 10000 9 3680
jcg knapPI_13_200_1000_4 10000 10 3680
jcg knapPI_13_200_1000_4 10000 11 3680
jcg knapPI_13_200_1000_4 10000 12 3680
jcg knapPI_13_200_1000_4 10000 13 3680
jcg knapPI_13_200_1000_4 10000 14 3680
jcg knapPI_13_200_1000_4 10000 15 3680
jcg knapPI_13_200_1000_4 10000 16 3680
jcg knapPI_13_200_1000_4 10000 17 3680
jcg knapPI_13_200_1000_4 10000 18 3680
jcg knapPI_13_200_1000_4 10000 19 3680
jcg knapPI_13_200_1000_4 10000 20 3680
jcg knapPI_13_200_1000_4 10000 21 3680
jcg knapPI_13_200_1000_4 10000 22 3680
jcg knapPI_13_200_1000_4 10000 23 3680
jcg knapPI_13_200_1000_4 10000 24 3680
jcg knapPI_13_200_1000_4 10000 25 3680
jcg knapPI_13_200_1000_4 10000 26 3680
jcg knapPI_13_200_1000_4 10000 27 3680
jcg knapPI_13_200_1000_4 10000 28 3680
jcg knapPI_13_200_1000_4 10000 29 3680
jcg knapPI_16_200_1000_4 10000 0 15850
jcg knapPI_16_200_1000_4 10000 1 15838
jcg knapPI_16_200_1000_4 10000 2 15829
jcg knapPI_16_200_1000_4 10000 3 15883
jcg knapPI_16_200_1000_4 10000 4 15857
jcg knapPI_16_200_1000_4 10000 5 15859
jcg knapPI_16_200_1000_4 10000 6 15867
jcg knapPI_16_200_1000_4 10000 7 15902
jcg knapPI_16_200_1000_4 10000 8 15776
jcg knapPI_16_200_1000_4 10000 9 15834
jcg knapPI_16_200_1000_4 10000 10 15824
jcg knapPI_16_200_1000_4 10000 11 15822
jcg knapPI_16_200_1000_4 10000 12 15835
jcg knapPI_16_200_1000_4 10000 13 15835
jcg knapPI_16_200_1000_4 10000 14 15804
jcg knapPI_16_200_1000_4 10000 15 15861
jcg knapPI_16_200_1000_4 10000 16 15903
jcg knapPI_16_200_1000_4 10000 17 15897
jcg knapPI_16_200_1000_4 10000 18 15893
jcg knapPI_16_200_1000_4 10000 19 15814
jcg knapPI_16_200_1000_4 10000 20 15889
jcg knapPI_16_200_1000_4 10000 21 15847
jcg knapPI_16_200_1000_4 10000 22 15791
jcg knapPI_16_200_1000_4 10000 23 15836
jcg knapPI_16_200_1000_4 10000 24 15827
jcg knapPI_16_200_1000_4 10000 25 15841
jcg knapPI_16_200_1000_4 10000 26 15874
jcg knapPI_16_200_1000_4 10000 27 15833
jcg knapPI_16_200_1000_4 10000 28 15846
jcg knapPI_16_200_1000_4 10000 29 15831
rsp knapPI_11_20_1000_4 10000 0 1320
rsp knapPI_11_20_1000_4 10000 1 1280
rsp knapPI_11_20_1000_4 10000 2 1400
rsp knapPI_11_20_1000_4 10000 3 1440
rsp knapPI_11_20_1000_4 10000 4 1360
rsp knapPI_11_20_1000_4 10000 5 1400
rsp knapPI_11_20_1000_4 10000 6 1300
rsp knapPI_11_20_1000_4 10000 7 1340
rsp knapPI_11_20_1000_4 10000 8 1400
rsp knapPI_11_20_1000_4 10000 9 1360
rsp knapPI_11_20_1000_4 10000 10 1280
rsp knapPI_11_20_1000_4 10000 11 1320
rsp knapPI_11_20_1000_4 10000 12 1320
rsp knapPI_11_20_1000_4 10000 13 1280
rsp knapPI_11_20_1000_4 10000 14 1400
rsp knapPI_11_20_1000_4 10000 15 1400
rsp knapPI_11_20_1000_4 10000 16 1320
rsp knapPI_11_20_1000_4 10000 17 1400
rsp knapPI_11_20_1000_4 10000 18 1320
rsp knapPI_11_20_1000_4 10000 19 1400
rsp knapPI_11_20_1000_4 10000 20 1280
rsp knapPI_11_20_1000_4 10000 21 1440
rsp knapPI_11_20_1000_4 10000 22 1320
rsp knapPI_11_20_1000_4 10000 23 1280
rsp knapPI_11_20_1000_4 10000 24 1300
rsp knapPI_11_20_1000_4 10000 25 1360
rsp knapPI_11_20_1000_4 10000 26 1340
rsp knapPI_11_20_1000_4 10000 27 1280
rsp knapPI_11_20_1000_4 10000 28 1400
rsp knapPI_11_20_1000_4 10000 29 1320
rsp knapPI_13_20_1000_4 10000 0 800
rsp knapPI_13_20_1000_4 10000 1 890
rsp knapPI_13_20_1000_4 10000 2 836
rsp knapPI_13_20_1000_4 10000 3 596
rsp knapPI_13_20_1000_4 10000 4 649
rsp knapPI_13_20_1000_4 10000 5 765
rsp knapPI_13_20_1000_4 10000 6 881
rsp knapPI_13_20_1000_4 10000 7 845
rsp knapPI_13_20_1000_4 10000 8 872
rsp knapPI_13_20_1000_4 10000 9 676
rsp knapPI_13_20_1000_4 10000 10 863
rsp knapPI_13_20_1000_4 10000 11 907
rsp knapPI_13_20_1000_4 10000 12 836
rsp knapPI_13_20_1000_4 10000 13 880
rsp knapPI_13_20_1000_4 10000 14 880
rsp knapPI_13_20_1000_4 10000 15 525
rsp knapPI_13_20_1000_4 10000 16 889
rsp knapPI_13_20_1000_4 10000 17 809
rsp knapPI_13_20_1000_4 10000 18 747
rsp knapPI_13_20_1000_4 10000 19 880
rsp knapPI_13_20_1000_4 10000 20 756
rsp knapPI_13_20_1000_4 10000 21 881
rsp knapPI_13_20_1000_4 10000 22 889
rsp knapPI_13_20_1000_4 10000 23 889
rsp knapPI_13_20_1000_4 10000 24 836
rsp knapPI_13_20_1000_4 10000 25 560
rsp knapPI_13_20_1000_4 10000 26 836
rsp knapPI_13_20_1000_4 10000 27 907
rsp knapPI_13_20_1000_4 10000 28 880
rsp knapPI_13_20_1000_4 10000 29 845
rsp knapPI_16_20_1000_4 10000 0 2370
rsp knapPI_16_20_1000_4 10000 1 2168
rsp knapPI_16_20_1000_4 10000 2 2556
rsp knapPI_16_20_1000_4 10000 3 2271
rsp knapPI_16_20_1000_4 10000 4 2274
rsp knapPI_16_20_1000_4 10000 5 2539
rsp knapPI_16_20_1000_4 10000 6 2290
rsp knapPI_16_20_1000_4 10000 7 2597
rsp knapPI_16_20_1000_4 10000 8 2285
rsp knapPI_16_20_1000_4 10000 9 2442
rsp knapPI_16_20_1000_4 10000 10 2525
rsp knapPI_16_20_1000_4 10000 11 2052
rsp knapPI_16_20_1000_4 10000 12 2420
rsp knapPI_16_20_1000_4 10000 13 2388
rsp knapPI_16_20_1000_4 10000 14 2464
rsp knapPI_16_20_1000_4 10000 15 2272
rsp knapPI_16_20_1000_4 10000 16 2527
rsp knapPI_16_20_1000_4 10000 17 2347
rsp knapPI_16_20_1000_4 10000 18 2471
rsp knapPI_16_20_1000_4 10000 19 2442
rsp knapPI_16_20_1000_4 10000 20 2402
rsp knapPI_16_20_1000_4 10000 21 2365
rsp knapPI_16_20_1000_4 10000 22 2453
rsp knapPI_16_20_1000_4 10000 23 2040
rsp knapPI_16_20_1000_4 10000 24 2509
rsp knapPI_16_20_1000_4 10000 25 2179
rsp knapPI_16_20_1000_4 10000 26 1914
rsp knapPI_16_20_1000_4 10000 27 2134
rsp knapPI_16_20_1000_4 10000 28 2363
rsp knapPI_16_20_1000_4 10000 29 2449
rsp knapPI_11_200_1000_4 10000 0 -35380
rsp knapPI_11_200_1000_4 10000 1 -34805
rsp knapPI_11_200_1000_4 10000 2 -35147
rsp knapPI_11_200_1000_4 10000 3 -33290
rsp knapPI_11_200_1000_4 10000 4 -33465
rsp knapPI_11_200_1000_4 10000 5 -35145
rsp knapPI_11_200_1000_4 10000 6 -35150
rsp knapPI_11_200_1000_4 10000 7 -34325
rsp knapPI_11_200_1000_4 10000 8 -36619
rsp knapPI_11_200_1000_4 10000 9 -32920
rsp knapPI_11_200_1000_4 10000 10 -36813
rsp knapPI_11_200_1000_4 10000 11 -32715
rsp knapPI_11_200_1000_4 10000 12 -34680
rsp knapPI_11_200_1000_4 10000 13 -33926
rsp knapPI_11_200_1000_4 10000 14 -33458
rsp knapPI_11_200_1000_4 10000 15 -35268
rsp knapPI_11_200_1000_4 10000 16 -32995
rsp knapPI_11_200_1000_4 10000 17 -35590
rsp knapPI_11_200_1000_4 10000 18 -32922
rsp knapPI_11_200_1000_4 10000 19 -33765
rsp knapPI_11_200_1000_4 10000 20 -35223
rsp knapPI_11_200_1000_4 10000 21 -36591
rsp knapPI_11_200_1000_4 10000 22 -32584
rsp knapPI_11_200_1000_4 10000 23 -36177
rsp knapPI_11_200_1000_4 10000 24 -34049
rsp knapPI_11_200_1000_4 10000 25 -34418
rsp knapPI_11_200_1000_4 10000 26 -36191
rsp knapPI_11_200_1000_4 10000 27 -35642
rsp knapPI_11_200_1000_4 10000 28 -35932
rsp knapPI_11_200_1000_4 10000 29 -35820
rsp knapPI_13_200_1000_4 10000 0 -20843
rsp knapPI_13_200_1000_4 10000 1 -20477
rsp knapPI_13_200_1000_4 10000 2 -21338
rsp knapPI_13_200_1000_4 10000 3 -20990
rsp knapPI_13_200_1000_4 10000 4 -21965
rsp knapPI_13_200_1000_4 10000 5 -20255
rsp knapPI_13_200_1000_4 10000 6 -20684
rsp knapPI_13_200_1000_4 10000 7 -22754
rsp knapPI_13_200_1000_4 10000 8 -20687
rsp knapPI_13_200_1000_4 10000 9 -21650
rsp knapPI_13_200_1000_4 10000 10 -20207
rsp knapPI_13_200_1000_4 10000 11 -22631
rsp knapPI_13_200_1000_4 10000 12 -21905
rsp knapPI_13_200_1000_4 10000 13 -21224
rsp knapPI_13_200_1000_4 10000 14 -21215
rsp knapPI_13_200_1000_4 10000 15 -21809
rsp knapPI_13_200_1000_4 10000 16 -21263
rsp knapPI_13_200_1000_4 10000 17 -22097
rsp knapPI_13_200_1000_4 10000 18 -22364
rsp knapPI_13_200_1000_4 10000 19 -21569
rsp knapPI_13_200_1000_4 10000 20 -21380
rsp knapPI_13_200_1000_4 10000 21 -19682
rsp knapPI_13_200_1000_4 10000 22 -21635
rsp knapPI_13_200_1000_4 10000 23 -22421
rsp knapPI_13_200_1000_4 10000 24 -21662
rsp knapPI_13_200_1000_4 10000 25 -21464
rsp knapPI_13_200_1000_4 10000 26 -23141
rsp knapPI_13_200_1000_4 10000 27 -21026
rsp knapPI_13_200_1000_4 10000 28 -20981
rsp knapPI_13_200_1000_4 10000 29 -21629
rsp knapPI_16_200_1000_4 10000 0 -34211
rsp knapPI_16_200_1000_4 10000 1 -31989
rsp knapPI_16_200_1000_4 10000 2 -33055
rsp knapPI_16_200_1000_4 10000 3 -33368
rsp knapPI_16_200_1000_4 10000 4 -32618
rsp knapPI_16_200_1000_4 10000 5 -32854
rsp knapPI_16_200_1000_4 10000 6 -31952
rsp knapPI_16_200_1000_4 10000 7 -30454
rsp knapPI_16_200_1000_4 10000 8 -32147
rsp knapPI_16_200_1000_4 10000 9 -31764
rsp knapPI_16_200_1000_4 10000 10 -32084
rsp knapPI_16_200_1000_4 10000 11 -34710
rsp knapPI_16_200_1000_4 10000 12 -34345
rsp knapPI_16_200_1000_4 10000 13 -33911
rsp knapPI_16_200_1000_4 10000 14 -31571
rsp knapPI_16_200_1000_4 10000 15 -33241
rsp knapPI_16_200_1000_4 10000 16 -34367
rsp knapPI_16_200_1000_4 10000 17 -33387
rsp knapPI_16_200_1000_4 10000 18 -34450
rsp knapPI_16_200_1000_4 10000 19 -29801
rsp knapPI_16_200_1000_4 10000 20 -31001
rsp knapPI_16_200_1000_4 10000 21 -33592
rsp knapPI_16_200_1000_4 10000 22 -32355
rsp knapPI_16_200_1000_4 10000 23 -32464
rsp knapPI_16_200_1000_4 10000 24 -33687
rsp knapPI_16_200_1000_4 10000 25 -35387
rsp knapPI_16_200_1000_4 10000 26 -32534
rsp knapPI_16_200_1000_4 10000 27 -34095
rsp knapPI_16_200_1000_4 10000 28 -30441
rsp knapPI_16_200_1000_4 10000 29 -34609
rsc knapPI_11_20_1000_4 10000 0 1400
rsc knapPI_11_20_1000_4 10000 1 1440
rsc knapPI_11_20_1000_4 10000 2 1280
rsc knapPI_11_20_1000_4 10000 3 1340
rsc knapPI_11_20_1000_4 10000 4 1280
rsc knapPI_11_20_1000_4 10000 5 1300
rsc knapPI_11_20_1000_4 10000 6 1400
rsc knapPI_11_20_1000_4 10000 7 1280
rsc knapPI_11_20_1000_4 10000 8 1260
rsc knapPI_11_20_1000_4 10000 9 1240
rsc knapPI_11_20_1000_4 10000 10 1400
rsc knapPI_11_20_1000_4 10000 11 1400
rsc knapPI_11_20_1000_4 10000 12 1320
rsc knapPI_11_20_1000_4 10000 13 1400
rsc knapPI_11_20_1000_4 10000 14 1400
rsc knapPI_11_20_1000_4 10000 15 1280
rsc knapPI_11_20_1000_4 10000 16 1360
rsc knapPI_11_20_1000_4 10000 17 1320
rsc knapPI_11_20_1000_4 10000 18 1400
rsc knapPI_11_20_1000_4 10000 19 1400
rsc knapPI_11_20_1000_4 10000 20 1360
rsc knapPI_11_20_1000_4 10000 21 1360
rsc knapPI_11_20_1000_4 10000 22 1400
rsc knapPI_11_20_1000_4 10000 23 1340
rsc knapPI_11_20_1000_4 10000 24 1360
rsc knapPI_11_20_1000_4 10000 25 1440
rsc knapPI_11_20_1000_4 10000 26 1360
rsc knapPI_11_20_1000_4 10000 27 1240
rsc knapPI_11_20_1000_4 10000 28 1360
rsc knapPI_11_20_1000_4 10000 29 1320
rsc knapPI_13_20_1000_4 10000 0 907
rsc knapPI_13_20_1000_4 10000 1 845
rsc knapPI_13_20_1000_4 10000 2 676
rsc knapPI_13_20_1000_4 10000 3 703
rsc knapPI_13_20_1000_4 10000 4 880
rsc knapPI_13_20_1000_4 10000 5 890
rsc knapPI_13_20_1000_4 10000 6 880
rsc knapPI_13_20_1000_4 10000 7 827
rsc knapPI_13_20_1000_4 10000 8 907
rsc knapPI_13_20_1000_4 10000 9 676
rsc knapPI_13_20_1000_4 10000 10 827
rsc knapPI_13_20_1000_4 10000 11 907
rsc knapPI_13_20_1000_4 10000 12 863
rsc knapPI_13_20_1000_4 10000 13 809
rsc knapPI_13_20_1000_4 10000 14 907
rsc knapPI_13_20_1000_4 10000 15 845
rsc knapPI_13_20_1000_4 10000 16 880
rsc knapPI_13_20_1000_4 10000 17 890
rsc knapPI_13_20_1000_4 10000 18 889
rsc knapPI_13_20_1000_4 10000 19 836
rsc knapPI_13_20_1000_4 10000 20 907
rsc knapPI_13_20_1000_4 10000 21 169
rsc knapPI_13_20_1000_4 10000 22 854
rsc knapPI_13_20_1000_4 10000 23 800
rsc knapPI_13_20_1000_4 10000 24 854
rsc knapPI_13_20_1000_4 10000 25 890
rsc knapPI_13_20_1000_4 10000 26 596
rsc knapPI_13_20_1000_4 10000 27 907
rsc knapPI_13_20_1000_4 10000 28 720
rsc knapPI_13_20_1000_4 10000 29 854
rsc knapPI_16_20_1000_4 10000 0 2323
rsc knapPI_16_20_1000_4 10000 1 2438
rsc knapPI_16_20_1000_4 10000 2 1999
rsc knapPI_16_20_1000_4 10000 3 2303
rsc knapPI_16_20_1000_4 10000 4 2509
rsc knapPI_16_20_1000_4 10000 5 2278
rsc knapPI_16_20_1000_4 10000 6 2886
rsc knapPI_16_20_1000_4 10000 7 2682
rsc knapPI_16_20_1000_4 10000 8 2528
rsc knapPI_16_20_1000_4 10000 9 2377
rsc knapPI_16_20_1000_4 10000 10 2453
rsc knapPI_16_20_1000_4 10000 11 2278
rsc knapPI_16_20_1000_4 10000 12 1986
rsc knapPI_16_20_1000_4 10000 13 2274
rsc knapPI_16_20_1000_4 10000 14 2520
rsc knapPI_16_20_1000_4 10000 15 1858
rsc knapPI_16_20_1000_4 10000 16 2556
rsc knapPI_16_20_1000_4 10000 17 1968
rsc knapPI_16_20_1000_4 10000 18 2582
rsc knapPI_16_20_1000_4 10000 19 2123
rsc knapPI_16_20_1000_4 10000 20 1316
rsc knapPI_16_20_1000_4 10000 21 2033
rsc knapPI_16_20_1000_4 10000 22 2702
rsc knapPI_16_20_1000_4 10000 23 2435
rsc knapPI_16_20_1000_4 10000 24 2037
rsc knapPI_16_20_1000_4 10000 25 2123
rsc knapPI_16_20_1000_4 10000 26 2118
rsc knapPI_16_20_1000_4 10000 27 2370
rsc knapPI_16_20_1000_4 10000 28 2249
rsc knapPI_16_20_1000_4 10000 29 2527
rsc knapPI_11_200_1000_4 10000 0 0
rsc knapPI_11_200_1000_4 10000 1 0
rsc knapPI_11_200_1000_4 10000 2 0
rsc knapPI_11_200_1000_4 10000 3 0
rsc knapPI_11_200_1000_4 10000 4 0
rsc knapPI_11_200_1000_4 10000 5 0
rsc knapPI_11_200_1000_4 10000 6 0
rsc knapPI_11_200_1000_4 10000 7 0
rsc knapPI_11_200_1000_4 10000 8 0
rsc knapPI_11_200_1000_4 10000 9 0
